adult,id,original_language,overview,popularity,release_date,title,video,vote_average,vote_count,genres
False,851479,uk,"The story of the novice musician Kuzma. Three days before the planned concert he goes with his friend Bard to Berlin for the old car  ""Pobeda"". It is said that there is a collector ready to exchange the yellow beast for the Mercedes-Benz W140 (called as ""Mers""). Kuzma promises his girlfriend Barbara to return home in a new car, and the guys from the band - to have time to perform. From the first minutes of the trip, of course, everything goes wrong. However, one thing is certain: the adventure will help the heroes find their true purpose.",1.733,2024-03-14,Rocky Road to Berlin,False,7.2,12,"['Comedy', 'Adventure']"
False,1410372,zh,,1.732,2024-12-31,梦圆东方·2025东方卫视跨年盛典,False,0.0,0,[]
False,1389644,de,,1.732,2024-11-17,Iris Berben - Ein persönliches Porträt,False,0.0,0,['Documentary']
False,1370709,ja,At the Bench is an anthology film showing glimpses of the everyday life of various people that gather by this little bench.,1.732,2024-11-15,At the Bench,False,0.0,0,"['Drama', 'Comedy']"
False,1221789,it,,1.732,2024-01-10,Dobbiamo stare vicini,False,5.5,33,['Comedy']
False,947595,ca,"Inspired by the music and life of Robert Wyatt, ​“Rock Bottom” is a self-destructive love story between Bob and Alif, a young couple of artists immersed in the creative whirlwind of the early 70s hippie culture. Drugs will turn a passionate summer into a nightmare in a journey through the themes of Wyatt’s music: the euphoria and anguish of artistic creation, the unconscious fascination with drugs, the disenchantment with routine and physical and mental degradation.",1.731,2024-12-13,Rock Bottom,False,0.0,0,"['Animation', 'Drama', 'Music']"
False,1170659,en,"An Indian tourist couple arrive in the hill country of crisis ridden Sri Lanka to celebrate their 5th wedding anniversary. But, when things take an unexpected turn, conflicts deepen revealing cracks in their relationship.",1.73,2024-06-21,Paradise,False,6.0,4,"['Drama', 'Crime']"
False,1408270,es,,1.729,2024-12-27,Empezar de nuevo,False,0.0,0,[]
False,1378546,fr,,1.729,2024-10-22,Comment (essayer de) devenir humoriste au Québec,False,0.0,0,['Documentary']
False,1371610,es,"Lucía is arrested while driving her boyfriend Héctor's car at 200 km/h, dazed and bloody. She was sharing a weekend at the beach with him and Elena, her best friend. Now they are both missing and Lucía only remembers a “little” argument that ended with a bottle broken on Héctor’s head, but that’s all. This complicates Simon’s life. A private investigator? No. , thank you. Simon prefers to consider himself a simple “judicial expert”. When his partner Oliver, a lawyer with financial problems due to gambling, asks him to investigate Lucía and the disappearances, Simon does not know that he is about to take the Expertise on another level. Obsessed with Bogart's film noir, Simón will go beyond all limits when he falls in love with Lucía, the amnesiac suspect in the murder he is investigating.",1.729,2024-11-08,Desmontando a Lucía,False,0.0,0,"['Comedy', 'Drama']"
False,1367386,en,"Montage film by Aymeric Caron, broadcast at the French National Assembly on May 29, 2024. “Is it a dream or a reality? » demands a little girl stunned by her injuries. It is a nightmare, without a doubt, and nothing can justify it, neither the crimes of October 7 nor the detention of Israeli hostages by Hamas. Condemning all the crimes of October 7, before and after, condemning anti-Semitism and all forms of racism is common sense. However, it seems that this needs to be clarified. Everyone present normally wishes that the surviving hostages can one day be reunited with their families and that the massacre in Gaza stops immediately. But to follow through with the process is to see things face to face, to see what has been happening in Gaza since October 7, what the Israeli army is doing, what the television channels are not showing.",1.729,2024-05-29,"Gaza, since October 7",False,10.0,1,"['Documentary', 'War']"
False,1380356,zh,"In the early days of the Republic, legendary martial artist Ye Ruzhou suffers a severe injury, losing her memory and winding up in the impoverished alley of Minfu Lane. By a twist of fate, she crosses paths with the carefree Chen Awang, and the two fall for each other. When local tyrant Zheng Juehou intensifies his hold over the neighborhood, Ye Ruzhou rises to defend her new community. Her actions, however, draw unforeseen danger, and together with Chen Awang, she faces the challenge to protect Minfu Lane’s hard-won peace.",1.728,2024-11-01,My Super Heroine,False,0.0,0,"['Action', 'Comedy', 'Romance']"
False,1340502,tr,"Güney, a young director from Çukurova (Cicilia, Turkey) who has to work on commercial projects to make a living, is passionate about making films that address social issues. Detained for a film he made, Güney is shunned by his family and friends and struggles to create the new film he dreams of.",1.728,2024-09-25,My Dreams and My Struggle,False,0.0,0,[]
False,1232598,en,"An adopted viking orphan becomes a carpenter’s apprentice to Jesus. The orphan, Oren, fights as a side hustle. His experience training as a carpenter with Jesus as his mentor changes his lifestyle.",1.728,2024-11-01,The Carpenter,False,6.0,2,"['Drama', 'Action']"
False,1121750,fr,"In 1942, on a train to nowhere, a former drag queen remembers a night from her past in one of Paris’ first queer bars. Remnants of customer gossip recall this mythic bar and its mysterious Jewish-Algerian owner.",1.727,2024-10-24,Maurice's Bar,False,7.9,5,['Animation']
False,1033576,it,,1.727,2024-02-22,The Cage - Nella gabbia,False,6.0,14,['Drama']
False,1284428,en,"A Filipino-American gets an opportunity to audition in his hometown, but he must choose between staying true to himself and his culture or conforming to fit the standards of society.",1.726,2024-05-01,KALI,False,0.0,0,"['Action', 'Drama']"
False,1385100,en,Songwriter Brooke has the decision of a lifetime to make when a charming executive makes promises of fortune and glory that require leaving her best friend and writing partner behind.,1.725,2024-12-21,A Country Music Christmas,False,5.5,4,"['Comedy', 'Romance', 'TV Movie']"
False,1111893,en,"With the world gripped by a deadly pandemic, science denier Glenn Rollins turns to an experimental vaccine as treatment for a lingering sickness. Much to the surprise of his doctor, wife, and friends, the remedy immediately fixes what ails him. But Glenn will soon discover the only thing more fatal than the virus... is the cure.",1.725,2024-01-27,Side Effects May Vary,False,0.0,0,['Horror']
False,988367,fr,"When an orphaned girl loses her grandmother, her uncle, a one hit wonder opera composer, needs to take care of her until a foster family is found, while also struggling to finish his next big hit.",1.725,2024-11-29,Miss Boots,False,0.0,0,['Comedy']
False,1411500,en,"Summer of 1999. Aspiring filmmaker Nik's search for love intertwines with a fantasy western he's writing, and Sapna, a visitor from India. As they navigate love, identity, and their pasts, they find the courage to embrace their future.",1.723,2024-12-31,LOVE LOVE,False,10.0,1,"['Romance', 'Fantasy', 'Western']"
False,1409576,fr,,1.723,2024-12-30,Les trésors des ambassades parisiennes,False,8.0,1,['Documentary']
False,1405110,en,Reflections on a murky memory.,1.723,2024-12-19,je suis coincé à la dérive,False,0.0,0,[]
False,1379912,tl,"Eva seeks revenge on billionaire Guilly for killing her daughter. Disguised, she attends his party with a vengeful plan.",1.723,2024-12-25,Uninvited,False,5.0,1,['Thriller']
False,1365081,zh,,1.723,2024-09-28,SWAT: Angels in Mission,False,7.0,1,"['Action', 'Crime']"
False,1163940,id,An overbearing mother who lives with her son in a secluded crocodile farm spirals out of control when her son sees the outside world and falls for a girl for the first time.,1.723,2024-09-09,Crocodile Tears,False,8.0,1,"['Thriller', 'Drama']"
False,807222,hi,Tara and Arjun travel to her hometown to work on their relationship before marriage. What happens when her family starts sharing their darkest secrets?,1.723,2024-09-27,"Love, Sitara",False,4.3,3,"['Drama', 'Romance']"
False,1361350,de,,1.722,2024-09-24,Trauma in Nahost - Der 7. Oktober und seine Folgen,False,7.5,2,"['Documentary', 'Drama', 'War', 'Crime']"
False,1340569,en,"From masterminding Bill Clinton’s 1992 presidential win to his insurgent role in the 2024 race, Democratic strategist James Carville has been one of the most influential forces in modern political history. The “Ragin’ Cajun” looks back at his unlikely career and 30-year marriage to Republican consultant Mary Matalin. Featuring interviews with Bill Clinton, George Stephanopoulos and more.",1.722,2024-10-11,"Carville: Winning Is Everything, Stupid",False,8.0,1,"['Documentary', 'History']"
False,1059268,hi,"Shehnaz rejects Zubin's romantic proposal because she finds him boring. Later, Zubin gains confidence after meeting Ruby. Just as their romance blossoms, Shehnaz returns to Zubin's life. What unexpected twist awaits him?",1.722,2024-11-08,Khwaabon Ka Jhamela,False,3.0,1,"['Drama', 'Romance', 'Comedy']"
False,1407470,en,"Polio Kaiser and General Listeria once shared something pure, something good. In the Summer of 1992 they played ""the worm"", a game involving sleeping bags and strobe lights. Though it was pure ecstasy at the time, such things fade. Time rolls on. But when an applicant comes in for an interview, Polio and General find themselves back side-by-side in the manager chair - and have a lot to discuss. A directorial debut by serial Uncle Donald collaborator and 2x Spicy Challenge Winner Will ""Can-Fit-His-Whole-Fist-In-His-Mouth"" Barsdorf.",1.721,2024-12-25,The Worm,False,10.0,1,"['Drama', 'Thriller']"
False,1403242,zh,"The ritual-tripod ceremony, which takes place once in twelve years and affects national fortune, is imminent, but the tripod-forging masters die mysteriously one after another. A genius detective who suffers from a blood phobia and has an unconventional mode of operation teams up with a simple-minded female assistant who is highly skilled in martial arts to explore a long-standing case of the oppression of feudal women. Beauty is not a sin—Will women who are oppressed and objectified have no choice but to bow down to their fate?",1.721,2024-12-24,Ghost of Spring,False,0.0,0,"['Comedy', 'Mystery']"
